DCC ORIGINE,DCC DESTINATION,NOMBRE
20-DCC-72,12-DCC-48,1
20-DCC-72,12-DCC-63,1
20-DCC-72,13-DCC-162,1
20-DCC-72,13-DCC-40,5
20-DCC-72,13-DCC-43,1
20-DCC-72,13-DCC-49,1
20-DCC-72,13-DCC-90,7
20-DCC-72,13-DCC-97,1
20-DCC-72,14-DCC-01,1
20-DCC-72,14-DCC-173,1
20-DCC-72,14-DCC-28,2
20-DCC-72,14-DCC-66,2
20-DCC-72,15-DCC-05,1
20-DCC-72,15-DCC-101,1
20-DCC-72,15-DCC-141,1
20-DCC-72,15-DCC-47,1
20-DCC-72,15-DCC-80,1
20-DCC-72,16-DCC-111,6
20-DCC-72,16-DCC-198,1
20-DCC-72,16-DCC-59,3
20-DCC-72,16-DCC-75,2
20-DCC-72,17-DCC-11,5
20-DCC-72,17-DCC-186,5
20-DCC-72,17-DCC-208,3
20-DCC-72,17-DCC-214,1
20-DCC-72,17-DCC-215,5
20-DCC-72,17-DCC-216,1
20-DCC-72,17-DCC-24,1
20-DCC-72,17-DCC-39,2
20-DCC-72,17-DCC-63,2
20-DCC-72,18-DCC-01,4
20-DCC-72,18-DCC-142,2
20-DCC-72,18-DCC-172,2
20-DCC-72,19-DCC-132,5
20-DCC-72,19-DCC-180,6
20-DCC-76,09-DCC-16,4
20-DCC-76,09-DCC-86,1
20-DCC-76,10-DCC-52,2
20-DCC-76,12-DCC-162,1
20-DCC-76,12-DCC-163,6
20-DCC-76,15-DCC-16,1
20-DCC-76,16-DCC-185,1
20-DCC-76,16-DCC-206,1
20-DCC-76,16-DCC-212,4
20-DCC-76,17-DCC-49,2
20-DCC-81,16-DCC-111,1
20-DCC-82,09-DCC-32,1
20-DCC-82,09-DCC-37,2
20-DCC-82,09-DCC-38,3
20-DCC-82,09-DCC-50,1
20-DCC-82,09-DCC-67,1
20-DCC-82,09-DCC-90,4
20-DCC-82,09-DCC-91,2
20-DCC-82,10-DCC-137,1
20-DCC-82,10-DCC-144,2
20-DCC-82,10-DCC-34,2
20-DCC-82,10-DCC-41,1
20-DCC-82,10-DCC-66,4
20-DCC-82,10-DCC-84,1
20-DCC-82,11-DCC-150,6
20-DCC-82,12-DCC-103,3
20-DCC-82,12-DCC-104,4
20-DCC-82,12-DCC-42,6
20-DCC-82,12-DCC-49,7
20-DCC-82,13-DCC-102,9
20-DCC-82,13-DCC-11,8
20-DCC-82,13-DCC-170,4
20-DCC-82,13-DCC-37,2
20-DCC-82,13-DCC-90,1
20-DCC-82,14-DCC-155,1
20-DCC-82,14-DCC-27,1
20-DCC-82,14-DCC-43,1
20-DCC-82,15-DCC-34,5
20-DCC-82,15-DCC-52,3
20-DCC-82,16-DCC-13,10
20-DCC-82,16-DCC-147,4
20-DCC-82,16-DCC-59,3
20-DCC-82,17-DCC-210,6
20-DCC-82,18-DCC-148,8
20-DCC-82,18-DCC-200,6
20-DCC-82,19-DCC-108,4
20-DCC-82,19-DCC-147,47
20-DCC-84,09-DCC-16,1
20-DCC-84,14-DCC-166,1
20-DCC-84,14-DCC-46,1
20-DCC-84,15-DCC-128,1
20-DCC-84,15-DCC-156,1
20-DCC-84,16-DCC-02,1
20-DCC-84,16-DCC-50,1
20-DCC-84,17-DCC-09,1
20-DCC-84,17-DCC-181,3
20-DCC-84,19-DCC-204,4
20-DCC-88,09-DCC-16,1
20-DCC-88,14-DCC-166,1
20-DCC-88,14-DCC-46,1
20-DCC-88,15-DCC-128,1
20-DCC-88,15-DCC-156,1
20-DCC-88,16-DCC-02,1
20-DCC-88,16-DCC-50,1
20-DCC-88,17-DCC-09,1
20-DCC-88,17-DCC-181,1
20-DCC-88,19-DCC-204,3
20-DCC-90,10-DCC-78,1
20-DCC-90,15-DCC-135,1
20-DCC-90,15-DCC-140,1
20-DCC-90,15-DCC-146,1
20-DCC-90,15-DCC-18,1
20-DCC-90,15-DCC-93,1
20-DCC-90,17-DCC-95,1
20-DCC-90,18-DCC-162,1
20-DCC-90,18-DCC-70,2
20-DCC-90,19-DCC-261,1
20-DCC-90,20-DCC-38,1
20-DCC-92,10-DCC-78,1
20-DCC-92,15-DCC-135,1
20-DCC-92,15-DCC-140,1
20-DCC-92,15-DCC-146,1
20-DCC-92,15-DCC-18,1
20-DCC-92,15-DCC-93,1
20-DCC-92,17-DCC-95,1
20-DCC-92,18-DCC-162,1
20-DCC-92,18-DCC-70,2
20-DCC-92,19-DCC-261,1
20-DCC-92,19-DCC-60,1
20-DCC-92,20-DCC-38,1
20-DCC-96,14-DCC-123,1
20-DCC-96,16-DCC-21,4
20-DEX-02,20-DCC-116,1
21-DCC-04,21-DCC-04,1
21-DCC-103,10-DCC-140,4
21-DCC-103,12-DCC-134,3
21-DCC-103,12-DCC-98,2
21-DCC-103,18-DCC-01,2
21-DCC-103,19-DCC-136,5
21-DCC-128,10-DCC-139,4
21-DCC-128,10-DCC-159,4
21-DCC-128,10-DCC-42,2
21-DCC-128,10-DCC-77,3
21-DCC-128,11-DCC-49,1
21-DCC-128,12-DCC-88,1
21-DCC-128,13-DCC-77,2
21-DCC-128,14-DCC-28,1
21-DCC-128,15-DCC-101,1
21-DCC-128,16-DCC-166,3
21-DCC-128,16-DCC-75,2
21-DCC-128,17-DCC-139,1
21-DCC-128,17-DCC-169,1
21-DCC-128,17-DCC-39,2
21-DCC-128,17-DCC-69,1
21-DCC-128,18-DCC-01,5
21-DCC-128,18-DCC-150,1
21-DCC-128,18-DCC-50,1
21-DCC-128,19-DCC-162,7
21-DCC-131,10-DCC-78,1
21-DCC-131,15-DCC-135,1
21-DCC-131,15-DCC-140,1
21-DCC-131,15-DCC-146,1
21-DCC-131,15-DCC-18,1
21-DCC-131,15-DCC-93,1
21-DCC-131,17-DCC-95,1
21-DCC-131,18-DCC-162,1
21-DCC-131,18-DCC-70,2
21-DCC-131,19-DCC-261,1
21-DCC-131,20-DCC-38,1
21-DCC-131,20-DCC-90,2
21-DCC-131,20-DCC-92,2
21-DCC-138,09-DCC-16,1
21-DCC-138,14-DCC-166,1
21-DCC-138,14-DCC-46,1
21-DCC-138,15-DCC-128,1
21-DCC-138,15-DCC-156,1
21-DCC-138,16-DCC-02,1
21-DCC-138,17-DCC-09,1
21-DCC-138,17-DCC-181,2
21-DCC-138,19-DCC-204,2
21-DCC-138,20-DCC-84,1
21-DCC-138,20-DCC-88,3
21-DCC-138,21-DCC-60,3
21-DCC-144,10-DCC-42,1
21-DCC-144,11-DCC-165,2
21-DCC-144,12-DCC-41,1
21-DCC-144,16-DCC-111,1
21-DCC-144,16-DCC-75,1
21-DCC-144,17-DCC-215,1
21-DCC-144,17-DCC-39,1
21-DCC-144,18-DCC-01,2
21-DCC-144,18-DCC-148,1
21-DCC-144,19-DCC-132,2
21-DCC-144,19-DCC-137,2
21-DCC-144,19-DCC-65,10
21-DCC-147,09-DCC-16,1
21-DCC-147,10-DCC-112,1
21-DCC-147,10-DCC-13,1
21-DCC-147,11-DCC-178,1
21-DCC-147,12-DCC-157,1
21-DCC-147,13-DCC-26,1
21-DCC-147,13-DCC-80,2
21-DCC-147,17-DCC-122,1
21-DCC-147,19-DCC-32,1
21-DCC-147,20-DCC-84,2
21-DCC-156,09-DCC-11,5
21-DCC-156,10-DCC-03,3
21-DCC-156,11-DCC-66,3
21-DCC-156,12-DCC-107,1
21-DCC-156,12-DCC-41,5
21-DCC-156,13-DCC-96,3
21-DCC-156,14-DCC-10,1
21-DCC-156,15-DCC-29,6
21-DCC-156,17-DCC-174,7
21-DCC-156,18-DCC-25,8
21-DCC-156,19-DCC-221,1
21-DCC-156,21-DCC-53,1
21-DCC-161,09-DCC-50,1
21-DCC-161,12-DCC-63,1
21-DCC-161,12-DCC-73,1
21-DCC-161,13-DCC-90,4
21-DCC-161,14-DCC-173,1
21-DCC-161,15-DCC-141,1
21-DCC-161,15-DCC-80,1
21-DCC-161,17-DCC-11,3
21-DCC-161,18-DCC-148,1
21-DCC-161,19-DCC-180,1
21-DCC-161,19-DCC-72,1
21-DCC-161,20-DCC-116,4
21-DCC-161,20-DCC-164,5
21-DCC-161,20-DCC-72,3
21-DCC-166,10-DCC-139,5
21-DCC-166,10-DCC-159,1
21-DCC-166,10-DCC-42,1
21-DCC-166,10-DCC-77,2
21-DCC-166,12-DCC-88,1
21-DCC-166,16-DCC-166,1
21-DCC-166,18-DCC-150,1
21-DCC-166,18-DCC-50,3
21-DCC-166,19-DCC-162,1
21-DCC-166,21-DCC-128,1
21-DCC-166,21-DCC-43,8
21-DCC-172,09-DCC-16,1
21-DCC-172,09-DCC-28,8
21-DCC-172,12-DCC-20,5
21-DCC-172,16-DCC-153,1
21-DCC-172,21-DCC-18,4
21-DCC-175,09-DCC-16,4
21-DCC-175,10-DCC-116,1
21-DCC-175,15-DCC-105,2
21-DCC-175,15-DCC-73,2
21-DCC-175,16-DCC-151,2
21-DCC-175,17-DCC-13,2
21-DCC-175,19-DCC-270,1
21-DCC-179,09-DCC-48,1
21-DCC-179,10-DCC-110,6
21-DCC-179,10-DCC-21,1
21-DCC-179,10-DCC-60,1
21-DCC-179,11-DCC-150,1
21-DCC-179,12-DCC-83,2
21-DCC-179,13-DCC-162,1
21-DCC-179,13-DCC-47,2
21-DCC-179,13-DCC-97,6
21-DCC-179,14-DCC-57,3
21-DCC-179,16-DCC-59,1
21-DCC-179,17-DCC-24,5
21-DCC-18,09-DCC-28,6
21-DCC-18,12-DCC-20,4
21-DCC-18,16-DCC-189,2
21-DCC-18,17-DCC-67,2
21-DCC-197,19-DCC-169,3
21-DCC-210,10-DCC-113,1
21-DCC-210,10-DCC-42,1
21-DCC-210,11-DCC-165,3
21-DCC-210,16-DCC-111,1
21-DCC-210,16-DCC-69,1
21-DCC-210,16-DCC-75,1
21-DCC-210,17-DCC-39,1
21-DCC-210,18-DCC-01,2
21-DCC-210,18-DCC-148,1
21-DCC-210,19-DCC-132,3
21-DCC-210,19-DCC-137,1
21-DCC-210,19-DCC-65,6
21-DCC-210,21-DCC-144,20
21-DCC-215,09-DCC-16,1
21-DCC-215,11-DCC-138,1
21-DCC-215,14-DCC-166,1
21-DCC-215,14-DCC-46,1
21-DCC-215,15-DCC-128,1
21-DCC-215,15-DCC-156,1
21-DCC-215,16-DCC-02,1
21-DCC-215,17-DCC-09,1
21-DCC-215,17-DCC-181,2
21-DCC-215,19-DCC-204,2
21-DCC-215,20-DCC-84,3
21-DCC-215,20-DCC-88,5
21-DCC-215,21-DCC-128,1
21-DCC-215,21-DCC-13,1
21-DCC-215,21-DCC-138,1
21-DCC-215,21-DCC-60,6
21-DCC-216,21-DCC-21,1
21-DCC-241,14-DCC-123,1
21-DCC-241,15-DCC-106,3
21-DCC-241,15-DCC-95,4
21-DCC-241,17-DCC-53,1
21-DCC-241,19-DCC-42,2
21-DCC-25,09-DCC-72,1
21-DCC-25,10-DCC-11,1
21-DCC-25,10-DCC-129,6
21-DCC-25,13-DCC-46,5
21-DCC-25,14-DCC-76,5
21-DCC-25,15-DCC-139,20
21-DCC-25,15-DCC-189,13
21-DCC-25,15-DCC-63,1
21-DCC-25,15-DCC-66,11
21-DCC-25,18-DCC-18,1
21-DCC-25,19-DCC-141,12
21-DCC-25,20-DCC-09,10
21-DCC-258,09-DCC-13,7
21-DCC-258,09-DCC-74,1
21-DCC-258,11-DCC-206,2
21-DCC-258,11-DCC-33,1
21-DCC-258,11-DCC-79,3
21-DCC-258,13-DCC-132,8
21-DCC-258,17-DCC-32,11
21-DCC-258,19-DCC-157,1
21-DCC-258,19-DCC-235,1
21-DCC-258,20-DCC-26,9
21-DCC-261,10-DCC-78,1
21-DCC-261,15-DCC-135,1
21-DCC-261,15-DCC-140,1
21-DCC-261,15-DCC-146,1
21-DCC-261,15-DCC-18,1
21-DCC-261,15-DCC-93,1
21-DCC-261,17-DCC-95,1
21-DCC-261,18-DCC-162,1
21-DCC-261,18-DCC-70,2
21-DCC-261,19-DCC-261,1
21-DCC-261,20-DCC-38,1
21-DCC-261,20-DCC-90,2
21-DCC-261,20-DCC-92,2
21-DCC-261,21-DCC-131,4
21-DCC-268,09-DCC-01,1
21-DCC-268,10-DCC-149,3
21-DCC-268,11-DCC-34,1
21-DCC-268,11-DCC-75,3
21-DCC-268,13-DCC-90,1
21-DCC-268,14-DCC-169,7
21-DCC-268,14-DCC-90,4
21-DCC-268,15-DCC-54,1
21-DCC-268,15-DCC-76,11
21-DCC-268,15-DCC-88,4
21-DCC-268,16-DCC-109,3
21-DCC-268,16-DCC-223,1
21-DCC-268,17-DCC-175,1
21-DCC-268,17-DCC-56,8
21-DCC-268,19-DCC-42,2
21-DCC-268,20-DCC-180,1
21-DCC-34,10-DCC-05,3
21-DCC-34,10-DCC-52,1
21-DCC-34,10-DCC-82,2
21-DCC-34,11-DCC-163,1
21-DCC-34,13-DCC-88,3
21-DCC-34,15-DCC-148,1
21-DCC-34,15-DCC-185,1
21-DCC-34,16-DCC-160,2
21-DCC-34,16-DCC-219,2
21-DCC-34,16-DCC-91,1
21-DCC-34,17-DCC-119,1
21-DCC-34,18-DCC-164,3
21-DCC-34,21-DCC-29,1
21-DCC-43,10-DCC-139,6
21-DCC-43,10-DCC-159,6
21-DCC-43,10-DCC-42,2
21-DCC-43,10-DCC-77,2
21-DCC-43,11-DCC-49,2
21-DCC-43,13-DCC-77,3
21-DCC-43,16-DCC-166,1
21-DCC-43,17-DCC-139,1
21-DCC-43,17-DCC-169,1
21-DCC-43,17-DCC-39,2
21-DCC-43,17-DCC-69,1
21-DCC-43,18-DCC-01,3
21-DCC-43,18-DCC-50,3
21-DCC-43,19-DCC-162,2
21-DCC-60,09-DCC-16,1
21-DCC-60,10-DCC-132,2
21-DCC-60,10-DCC-179,2
21-DCC-60,11-DCC-138,1
21-DCC-60,14-DCC-132,3
21-DCC-60,14-DCC-166,1
21-DCC-60,14-DCC-22,2
21-DCC-60,14-DCC-46,1
21-DCC-60,15-DCC-128,1
21-DCC-60,15-DCC-156,1
21-DCC-60,16-DCC-02,1
21-DCC-60,16-DCC-38,2
21-DCC-60,17-DCC-09,1
21-DCC-60,17-DCC-181,2
21-DCC-60,19-DCC-204,2
21-DCC-60,19-DCC-32,2
21-DCC-60,20-DCC-114,3
21-DCC-60,20-DCC-182,1
21-DCC-60,20-DCC-84,5
21-DCC-60,20-DCC-88,6
21-DCC-65,09-DCC-48,2
21-DCC-65,09-DCC-67,15
21-DCC-65,10-DCC-119,14
21-DCC-65,10-DCC-122,14
21-DCC-65,10-DCC-199,1
21-DCC-65,10-DCC-22,1
21-DCC-65,10-DCC-31,2
21-DCC-65,11-DCC-68,1
21-DCC-65,13-DCC-102,2
21-DCC-65,13-DCC-116,1
21-DCC-65,13-DCC-13,5
21-DCC-65,15-DCC-14,23
21-DCC-65,16-DCC-26,2
21-DCC-65,16-DCC-33,22
21-DCC-65,17-DCC-210,2
21-DCC-65,19-DCC-101,26
21-DCC-69,09-DCC-52,5
21-DCC-69,10-DCC-22,3
21-DCC-69,11-DCC-154,7
21-DCC-69,11-DCC-68,7
21-DCC-69,13-DCC-116,1
21-DCC-69,13-DCC-172,1
21-DCC-69,15-DCC-144,1
21-DCC-69,15-DCC-33,7
21-DCC-69,16-DCC-178,13
21-DCC-69,16-DCC-208,1
21-DCC-69,16-DCC-33,1
21-DCC-69,17-DCC-210,3
21-DCC-69,18-DCC-94,2
21-DCC-69,19-DCC-122,2
21-DCC-70,09-DCC-72,1
21-DCC-70,10-DCC-11,3
21-DCC-70,10-DCC-129,3
21-DCC-70,11-DCC-114,2
21-DCC-70,12-DCC-100,2
21-DCC-70,12-DCC-126,5
21-DCC-70,13-DCC-150,2
21-DCC-70,13-DCC-46,2
21-DCC-70,14-DCC-50,3
21-DCC-70,14-DCC-76,3
21-DCC-70,15-DCC-139,7
21-DCC-70,15-DCC-189,5
21-DCC-70,15-DCC-63,2
21-DCC-70,15-DCC-66,3
21-DCC-70,15-DCC-70,3
21-DCC-70,17-DCC-208,8
21-DCC-70,17-DCC-76,10
21-DCC-70,17-DCC-92,1
21-DCC-70,18-DCC-63,8
21-DCC-70,19-DCC-141,2
21-DCC-70,19-DCC-157,2
21-DCC-70,20-DCC-09,2
21-DCC-71,09-DCC-30,3
21-DCC-71,10-DCC-114,2
21-DCC-71,10-DCC-198,2
21-DCC-71,10-DCC-76,4
21-DCC-71,12-DCC-108,5
21-DCC-71,12-DCC-68,2
21-DCC-71,13-DCC-44,1
21-DCC-71,13-DCC-88,3
21-DCC-71,14-DCC-108,3
21-DCC-71,16-DCC-158,1
21-DCC-71,17-DCC-209,1
21-DCC-71,17-DCC-40,1
21-DCC-71,17-DCC-77,6
21-DCC-73,10-DCC-139,3
21-DCC-73,10-DCC-159,1
21-DCC-73,10-DCC-42,1
21-DCC-73,12-DCC-179,1
21-DCC-73,13-DCC-75,1
21-DCC-73,13-DCC-90,1
21-DCC-73,15-DCC-05,1
21-DCC-73,16-DCC-111,1
21-DCC-73,16-DCC-166,1
21-DCC-73,17-DCC-39,1
21-DCC-73,18-DCC-01,2
21-DCC-73,18-DCC-50,3
21-DCC-73,18-DCC-53,6
21-DCC-73,19-DCC-132,1
21-DCC-73,19-DCC-65,2
21-DCC-73,21-DCC-43,1
21-DCC-79,12-DCC-100,1
21-DCC-79,14-DCC-167,11
21-DCC-79,14-DCC-37,1
21-DCC-79,15-DCC-54,4
21-DCC-79,16-DCC-167,1
21-DCC-79,18-DCC-119,2
21-DCC-79,18-DCC-19,1
21-DCC-79,20-DCC-126,1
21-DCC-83,10-DCC-198,1
21-DCC-83,12-DCC-51,2
21-DCC-83,21-DCC-71,1
21-DCC-86,10-DCC-132,1
21-DCC-86,10-DCC-179,1
21-DCC-86,11-DCC-57,1
21-DCC-86,14-DCC-132,1
21-DCC-86,14-DCC-22,2
21-DCC-86,15-DCC-146,2
21-DCC-86,16-DCC-95,1
21-DCC-86,17-DCC-95,4
21-DCC-86,18-DCC-162,3
21-DCC-86,20-DCC-182,1
21-DCC-86,20-DCC-38,7
21-DCC-93,21-DCC-21,1
21-DEX-01,11-DCC-136,1
21-DEX-01,11-DCC-78,1
21-DEX-01,14-DCC-39,2
21-DEX-01,15-DCC-28,1
21-DEX-01,16-DCC-111,1
21-DEX-01,16-DCC-139,1
21-DEX-01,17-DCC-216,1
21-DEX-01,18-DCC-131,1
21-DEX-01,20-DCC-49,1
22-DCC-104,10-DCC-78,1
22-DCC-104,15-DCC-135,1
22-DCC-104,15-DCC-140,2
22-DCC-104,15-DCC-146,1
22-DCC-104,15-DCC-18,1
22-DCC-104,15-DCC-93,1
22-DCC-104,17-DCC-95,1
22-DCC-104,18-DCC-162,1
22-DCC-104,18-DCC-70,1
22-DCC-104,19-DCC-261,1
22-DCC-104,20-DCC-38,1
22-DCC-104,20-DCC-90,1
22-DCC-104,20-DCC-92,1
22-DCC-104,21-DCC-131,3
22-DCC-104,21-DCC-261,3
22-DCC-104,22-DCC-35,3
22-DCC-104,22-DCC-55,3
22-DCC-11,12-DCC-179,1
22-DCC-11,17-DCC-39,3
22-DCC-11,18-DCC-01,3
22-DCC-11,18-DCC-50,1
22-DCC-11,18-DCC-53,4
22-DCC-11,20-DCC-09,1
22-DCC-11,20-DCC-163,1
22-DCC-11,20-DCC-172,5
22-DCC-11,21-DCC-166,1
22-DCC-11,21-DCC-43,5
22-DCC-11,21-DCC-73,13
22-DCC-110,09-DCC-38,1
22-DCC-110,10-DCC-21,1
22-DCC-110,10-DCC-35,3
22-DCC-110,11-DCC-154,3
22-DCC-110,11-DCC-77,4
22-DCC-110,11-DCC-84,1
22-DCC-110,13-DCC-156,3
22-DCC-110,13-DCC-162,1
22-DCC-110,13-DCC-170,1
22-DCC-110,14-DCC-27,2
22-DCC-110,14-DCC-41,1
22-DCC-110,15-DCC-14,1
22-DCC-110,18-DCC-95,2
22-DCC-110,19-DCC-147,5
22-DCC-110,21-DCC-179,1
22-DCC-125,10-DCC-132,2
22-DCC-125,10-DCC-179,2
22-DCC-125,14-DCC-132,2
22-DCC-125,14-DCC-22,2
22-DCC-125,15-DCC-146,2
22-DCC-125,16-DCC-38,1
22-DCC-125,16-DCC-95,1
22-DCC-125,17-DCC-95,2
22-DCC-125,18-DCC-162,2
22-DCC-125,19-DCC-32,1
22-DCC-125,20-DCC-114,2
22-DCC-125,20-DCC-182,1
22-DCC-125,20-DCC-38,1
22-DCC-125,21-DCC-86,2
22-DCC-126,10-DCC-11,10
22-DCC-126,12-DCC-100,8
22-DCC-126,13-DCC-46,1
22-DCC-126,14-DCC-15,2
22-DCC-126,14-DCC-160,2
22-DCC-126,14-DCC-50,5
22-DCC-126,16-DCC-10,6
22-DCC-126,17-DCC-29,5
22-DCC-126,17-DCC-76,1
22-DCC-126,17-DCC-92,8
22-DCC-126,17-DCC-93,7
22-DCC-126,18-DCC-106,5
22-DCC-126,19-DCC-157,25
22-DCC-126,19-DCC-199,2
22-DCC-126,19-DCC-94,6
22-DCC-126,20-DCC-124,2
22-DCC-126,20-DCC-191,7
22-DCC-134,10-DCC-21,3
22-DCC-134,11-DCC-106,4
22-DCC-134,12-DCC-63,2
22-DCC-134,13-DCC-23,2
22-DCC-134,13-DCC-71,1
22-DCC-134,13-DCC-90,2
22-DCC-134,14-DCC-124,2
22-DCC-134,14-DCC-125,1
22-DCC-134,14-DCC-173,5
22-DCC-134,18-DCC-95,3
22-DCC-134,19-DCC-147,3
22-DCC-145,10-DCC-01,1
22-DCC-145,14-DCC-173,1
22-DCC-145,14-DCC-71,1
22-DCC-145,22-DCC-78,11
22-DCC-157,09-DCC-91,1
22-DCC-157,10-DCC-107,1
22-DCC-157,10-DCC-34,2
22-DCC-157,10-DCC-35,2
22-DCC-157,10-DCC-351,1
22-DCC-157,12-DCC-103,3
22-DCC-157,13-DCC-102,5
22-DCC-157,13-DCC-37,1
22-DCC-157,14-DCC-43,1
22-DCC-157,16-DCC-13,2
22-DCC-157,17-DCC-210,1
22-DCC-157,19-DCC-147,2
22-DCC-167,09-DCC-37,3
22-DCC-167,09-DCC-38,3
22-DCC-167,09-DCC-67,1
22-DCC-167,09-DCC-90,2
22-DCC-167,09-DCC-91,1
22-DCC-167,10-DCC-34,1
22-DCC-167,10-DCC-66,3
22-DCC-167,12-DCC-103,2
22-DCC-167,12-DCC-19,3
22-DCC-167,12-DCC-49,2
22-DCC-167,13-DCC-102,5
22-DCC-167,13-DCC-11,3
22-DCC-167,14-DCC-173,1
22-DCC-167,15-DCC-34,3
22-DCC-167,15-DCC-52,1
22-DCC-167,16-DCC-13,1
22-DCC-167,18-DCC-148,16
22-DCC-167,19-DCC-147,6
22-DCC-167,20-DCC-82,4
22-DCC-174,15-DCC-106,2
22-DCC-174,15-DCC-95,2
22-DCC-174,17-DCC-53,1
22-DCC-174,19-DCC-42,1
22-DCC-174,21-DCC-241,3
22-DCC-176,19-DCC-169,3
22-DCC-176,21-DCC-197,5
22-DCC-186,15-DCC-113,4
22-DCC-186,15-DCC-115,1
22-DCC-186,15-DCC-157,3
22-DCC-186,15-DCC-53,1
22-DCC-186,20-DCC-164,1
22-DCC-19,21-DCC-161,4
22-DCC-196,21-DCC-161,7
22-DCC-196,22-DCC-19,4
22-DCC-216,10-DCC-114,3
22-DCC-216,10-DCC-76,3
22-DCC-216,12-DCC-108,6
22-DCC-216,13-DCC-44,5
22-DCC-216,13-DCC-88,3
22-DCC-216,14-DCC-108,2
22-DCC-216,16-DCC-158,4
22-DCC-216,16-DCC-71,2
22-DCC-216,17-DCC-209,5
22-DCC-216,17-DCC-40,9
22-DCC-216,17-DCC-77,4
22-DCC-216,21-DCC-71,7
22-DCC-219,22-DCC-74,4
22-DCC-254,09-DCC-50,1
22-DCC-254,10-DCC-112,2
22-DCC-254,10-DCC-13,1
22-DCC-254,10-DCC-197,1
22-DCC-254,10-DCC-25,3
22-DCC-254,11-DCC-134,1
22-DCC-254,11-DCC-178,4
22-DCC-254,11-DCC-45,1
22-DCC-254,12-DCC-59,1
22-DCC-254,12-DCC-76,1
22-DCC-254,13-DCC-80,1
22-DCC-254,13-DCC-90,6
22-DCC-254,14-DCC-166,2
22-DCC-254,14-DCC-173,3
22-DCC-254,14-DCC-30,1
22-DCC-254,14-DCC-36,2
22-DCC-254,15-DCC-141,1
22-DCC-254,15-DCC-80,1
22-DCC-254,17-DCC-11,4
22-DCC-254,18-DCC-142,4
22-DCC-254,20-DCC-116,7
22-DCC-254,20-DCC-164,5
22-DCC-254,20-DCC-72,4
22-DCC-28,09-DCC-21,1
22-DCC-28,09-DCC-39,1
22-DCC-28,09-DCC-62,1
22-DCC-28,11-DCC-200,2
22-DCC-28,11-DCC-87,2
22-DCC-28,15-DCC-101,1
22-DCC-28,16-DCC-111,10
22-DCC-28,16-DCC-42,1
22-DCC-28,17-DCC-34,7
22-DCC-28,18-DCC-131,3
22-DCC-28,20-DCC-163,1
22-DCC-28,20-DCC-49,6
22-DCC-31,13-DCC-90,1
22-DCC-31,14-DCC-173,1
22-DCC-31,15-DCC-28,1
22-DCC-31,17-DCC-216,9
22-DCC-31,21-DCC-272,1
22-DCC-31,22-DCC-07,1
22-DCC-31,22-DCC-10,1
22-DCC-35,10-DCC-78,1
22-DCC-35,15-DCC-135,1
22-DCC-35,15-DCC-140,1
22-DCC-35,15-DCC-146,1
22-DCC-35,15-DCC-18,1
22-DCC-35,15-DCC-93,1
22-DCC-35,17-DCC-95,1
22-DCC-35,18-DCC-162,1
22-DCC-35,18-DCC-70,1
22-DCC-35,19-DCC-261,1
22-DCC-35,20-DCC-38,1
22-DCC-35,20-DCC-90,1
22-DCC-35,20-DCC-92,1
22-DCC-35,21-DCC-131,3
22-DCC-35,21-DCC-261,3
22-DCC-55,10-DCC-78,1
22-DCC-55,15-DCC-135,1
22-DCC-55,15-DCC-140,1
22-DCC-55,15-DCC-146,1
22-DCC-55,15-DCC-18,1
22-DCC-55,15-DCC-93,1
22-DCC-55,17-DCC-95,1
22-DCC-55,18-DCC-162,1
22-DCC-55,18-DCC-70,2
22-DCC-55,19-DCC-261,1
22-DCC-55,20-DCC-38,1
22-DCC-55,20-DCC-90,2
22-DCC-55,20-DCC-92,3
22-DCC-55,21-DCC-131,5
22-DCC-55,21-DCC-261,5
22-DCC-78,09-DCC-22,2
22-DCC-78,10-DCC-01,1
22-DCC-78,11-DCC-136,1
22-DCC-78,11-DCC-78,1
22-DCC-78,11-DCC-87,2
22-DCC-78,14-DCC-173,1
22-DCC-78,14-DCC-39,3
22-DCC-78,14-DCC-71,1
22-DCC-78,15-DCC-15,3
22-DCC-78,15-DCC-28,9
22-DCC-78,16-DCC-111,8
22-DCC-78,16-DCC-139,5
22-DCC-78,17-DCC-216,6
22-DCC-78,18-DCC-01,1
22-DCC-78,18-DCC-131,1
22-DCC-78,18-DCC-79,1
22-DCC-78,18-DCC-95,2
22-DCC-78,20-DCC-49,3
22-DCC-78,20-DCC-72,2
22-DCC-88,09-DCC-57,2
22-DCC-88,09-DCC-59,1
22-DCC-88,09-DCC-60,2
22-DCC-88,09-DCC-94,1
22-DCC-88,10-DCC-175,1
22-DCC-88,11-DCC-102,5
22-DCC-88,12-DCC-53,1
22-DCC-88,15-DCC-104,5
22-DCC-88,18-DCC-119,4
22-DCC-96,10-DCC-48,5
22-DEX-01,10-DCC-11,2
22-DEX-01,12-DCC-100,3
22-DEX-01,14-DCC-15,1
22-DEX-01,14-DCC-50,3
22-DEX-01,17-DCC-76,1
22-DEX-01,17-DCC-92,2
22-DEX-01,17-DCC-93,1
22-DEX-01,18-DCC-63,1
22-DEX-01,19-DCC-157,3
22-DEX-01,20-DCC-124,1
22-DEX-02,09-DCC-31,2
22-DEX-02,09-DCC-42,2
22-DEX-02,09-DCC-67,3
22-DEX-02,10-DCC-122,3
